"_id","_index","_score","clean_text","clean_text.keyword","comment_text","comment_text.keyword",likes,"published_at","published_at.keyword",sentiment,"sentiment.keyword",title,"title.keyword","video_id","video_id.keyword","view_count"
9agQ5pcBQareQcpIvsY6,"youtube-comments1-index",1,"hello knowledgia, i think you should remake this video on history of malaysia as its content primarily focused on peninsular malaysiamalaya west malaysia, so i think of commentators would agree this video should be titled history of malaya, not the entire malaysia. you missed the east malaysia sabah, sarawak. there was no such thing as british malaysia, there was british malaya, british north borneo sabah and kingdom of sarawak ruled by brookes dynasty.","hello knowledgia, i think you should remake this video on history of malaysia as its content primarily focused on peninsular malaysiamalaya west malaysia, so i think of commentators would agree this video should be titled history of malaya, not the entire malaysia. you missed the east malaysia sabah, sarawak. there was no such thing as british malaysia, there was british malaya, british north borneo sabah and kingdom of sarawak ruled by brookes dynasty.","Hello Knowledgia, I think you should remake this video on history of Malaysia as its content primarily focused on Peninsular Malaysia/Malaya (West Malaysia), so I think of commentators would agree this video should be titled History of Malaya, not the entire Malaysia. You missed the East Malaysia (Sabah, Sarawak). There was no such thing as British Malaysia, there was British Malaya, British North Borneo (Sabah) and Kingdom of Sarawak (ruled by Brooke's Dynasty).","Hello Knowledgia, I think you should remake this video on history of Malaysia as its content primarily focused on Peninsular Malaysia/Malaya (West Malaysia), so I think of commentators would agree this video should be titled History of Malaya, not the entire Malaysia. You missed the East Malaysia (Sabah, Sarawak). There was no such thing as British Malaysia, there was British Malaya, British North Borneo (Sabah) and Kingdom of Sarawak (ruled by Brooke's Dynasty).","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
9qgQ5pcBQareQcpIwsaj,"youtube-comments1-index",1,"hey turkey im 11 years old i hope can see you","hey turkey im 11 years old i hope can see you","Hey Turkey i'm 11 years old i hope can see you","Hey Turkey i'm 11 years old i hope can see you","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
96gQ5pcBQareQcpIxsZS,"youtube-comments1-index",1,"its not sarawonk its sarawak","its not sarawonk its sarawak","It's not sarawonk it's Sarawak","It's not sarawonk it's Sarawak","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
"-KgQ5pcBQareQcpIysZG","youtube-comments1-index",1,"hobbyjoytv4530 is smart","hobbyjoytv4530 is smart","​ @hobbyjoytv4530  Is smart","​ @hobbyjoytv4530  Is smart","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
9KgQ5pcBQareQcpIusbR,"youtube-comments1-index",1,"the link didnt work","the link didnt work","The link didnt work🥲","The link didnt work🥲","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
3agQ5pcBQareQcpItcaK,"youtube-comments1-index",1,"sabah, philippines","sabah, philippines","Sabah, Philippines","Sabah, Philippines","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
3KgQ5pcBQareQcpIsca3,"youtube-comments1-index",1,"its johor","its johor","It’s Jo-hor","It’s Jo-hor","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
"-agQ5pcBQareQcpIz8Yj","youtube-comments1-index",1,"tanks you","tanks you","Tanks you❤","Tanks you❤","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
"H6gQ5pcBQareQcpI_scw","youtube-comments1-index",1,"malaysia melaka was founded by indians lol. the only real malaysians are orang asli, the rest of you are descendants of immigrants, especially malays.","malaysia melaka was founded by indians lol. the only real malaysians are orang asli, the rest of you are descendants of immigrants, especially malays.","Malaysia (melaka) was founded by Indians lol. The only real Malaysians are Orang Asli, the rest of you are descendants of immigrants, especially Malays.","Malaysia (melaka) was founded by Indians lol. The only real Malaysians are Orang Asli, the rest of you are descendants of immigrants, especially Malays.","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
G6gQ5pcBQareQcpI9cfv,"youtube-comments1-index",1,"land of the hornbills is the land of the head hunters. one day she will be independent.","land of the hornbills is the land of the head hunters. one day she will be independent.","Land of the Hornbills is the Land of the Head Hunters.
One day she will be independent.","Land of the Hornbills is the Land of the Head Hunters.
One day she will be independent.","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
OqgR5pcBQareQcpIEcdz,"youtube-comments1-index",1,"malaysia is a country governed by thieves and robbers that make their people suffer","malaysia is a country governed by thieves and robbers that make their people suffer","Malaysia is a Country Governed by thieves and robbers that make their People Suffer","Malaysia is a Country Governed by thieves and robbers that make their People Suffer","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
OagR5pcBQareQcpIDcey,"youtube-comments1-index",1,"im from malaysia. saya daripada malaysia","im from malaysia. saya daripada malaysia","I'm from Malaysia. Saya daripada Malaysia 🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾❤️❤️❤️❤️❤️","I'm from Malaysia. Saya daripada Malaysia 🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾❤️❤️❤️❤️❤️","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
OKgR5pcBQareQcpICscS,"youtube-comments1-index",1,"johor, not lohor. i wonder how you will pronounce jockey and hockey lol.","johor, not lohor. i wonder how you will pronounce jockey and hockey lol.","Johor, not Lohor. I wonder how you will pronounce Jockey and Hockey lol.","Johor, not Lohor. I wonder how you will pronounce Jockey and Hockey lol.","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
IKgR5pcBQareQcpIAceC,"youtube-comments1-index",1,"who is narrating the history malaysian?","who is narrating the history malaysian?","Who is narrating the history Malaysian?","Who is narrating the history Malaysian?","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
IagR5pcBQareQcpIBcdN,"youtube-comments1-index",1,"im from malaysia","im from malaysia","I’m from Malaysia","I’m from Malaysia","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
"HKgQ5pcBQareQcpI-ceH","youtube-comments1-index",1,"drug country","drug country","drug country","drug country","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
O6gR5pcBQareQcpIFcdY,"youtube-comments1-index",1,oho,oho,Oho,Oho,"21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
fqgR5pcBQareQcpIZsdV,"youtube-comments1-index",1,"after the collapse of the srivijaya kingdom by the expansion of the indian chola empire, the malay nation experienced a prolonged civil war until it split into small kingdoms, until the siamese thai kingdom annexed the northern malay kingdom which is now southern thailand. european nations conquered many empires through divide and rule politics, after the empire broke into small kingdoms, europe preyed on the small kingdoms one by one. of course, if the malay nation was still united like in the srivijaya era, it would have been difficult for europe to conquer it, maybe even southern thailand is still the malay peninsula.85extx8dxit","after the collapse of the srivijaya kingdom by the expansion of the indian chola empire, the malay nation experienced a prolonged civil war until it split into small kingdoms, until the siamese thai kingdom annexed the northern malay kingdom which is now southern thailand. european nations conquered many empires through divide and rule politics, after the empire broke into small kingdoms, europe preyed on the small kingdoms one by one. of course, if the malay nation was still united like in the srivijaya era, it would have been difficult for europe to conquer it, maybe even southern thailand is still the malay peninsula.85extx8dxit","After the collapse of the Srivijaya kingdom by the expansion of the Indian Chola empire, the Malay nation experienced a prolonged civil war until it split into small kingdoms, until the Siamese Thai kingdom annexed the northern Malay kingdom which is now southern Thailand. European nations conquered many empires through divide and rule politics, after the empire broke into small kingdoms, Europe preyed on the small kingdoms one by one. Of course, if the Malay nation was still united like in the Srivijaya era, it would have been difficult for Europe to conquer it, maybe even southern Thailand is still the Malay Peninsula.85extx8dxit","After the collapse of the Srivijaya kingdom by the expansion of the Indian Chola empire, the Malay nation experienced a prolonged civil war until it split into small kingdoms, until the Siamese Thai kingdom annexed the northern Malay kingdom which is now southern Thailand. European nations conquered many empires through divide and rule politics, after the empire broke into small kingdoms, Europe preyed on the small kingdoms one by one. Of course, if the Malay nation was still united like in the Srivijaya era, it would have been difficult for Europe to conquer it, maybe even southern Thailand is still the Malay Peninsula.85extx8dxit","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
f6gR5pcBQareQcpIasc9,"youtube-comments1-index",1,"after the collapse of the srivijaya kingdom by the expansion of the indian chola empire, the malay nation experienced a prolonged civil war until it split into small kingdoms, until the siamese thai kingdom annexed the northern malay kingdom which is now southern thailand. european nations conquered many empires through divide and rule politics, after the empire broke into small kingdoms, europe preyed on the small kingdoms one by one. of course, if the malay nation was still united like in the srivijaya era, it would have been difficult for europe to conquer it, maybe even southern thailand is still the malay peninsula.i5dxitxdcitd","after the collapse of the srivijaya kingdom by the expansion of the indian chola empire, the malay nation experienced a prolonged civil war until it split into small kingdoms, until the siamese thai kingdom annexed the northern malay kingdom which is now southern thailand. european nations conquered many empires through divide and rule politics, after the empire broke into small kingdoms, europe preyed on the small kingdoms one by one. of course, if the malay nation was still united like in the srivijaya era, it would have been difficult for europe to conquer it, maybe even southern thailand is still the malay peninsula.i5dxitxdcitd","After the collapse of the Srivijaya kingdom by the expansion of the Indian Chola empire, the Malay nation experienced a prolonged civil war until it split into small kingdoms, until the Siamese Thai kingdom annexed the northern Malay kingdom which is now southern Thailand. European nations conquered many empires through divide and rule politics, after the empire broke into small kingdoms, Europe preyed on the small kingdoms one by one. Of course, if the Malay nation was still united like in the Srivijaya era, it would have been difficult for Europe to conquer it, maybe even southern Thailand is still the Malay Peninsula.i5dxitxdcitd","After the collapse of the Srivijaya kingdom by the expansion of the Indian Chola empire, the Malay nation experienced a prolonged civil war until it split into small kingdoms, until the Siamese Thai kingdom annexed the northern Malay kingdom which is now southern Thailand. European nations conquered many empires through divide and rule politics, after the empire broke into small kingdoms, Europe preyed on the small kingdoms one by one. Of course, if the Malay nation was still united like in the Srivijaya era, it would have been difficult for Europe to conquer it, maybe even southern Thailand is still the Malay Peninsula.i5dxitxdcitd","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
gKgR5pcBQareQcpIbsdE,"youtube-comments1-index",1,"after the collapse of the srivijaya kingdom by the expansion of the indian chola empire, the malay nation experienced a prolonged civil war until it split into small kingdoms, until the siamese thai kingdom annexed the northern malay kingdom which is now southern thailand. european nations conquered many empires through divide and rule politics, after the empire broke into small kingdoms, europe preyed on the small kingdoms one by one. of course, if the malay nation was still united like in the srivijaya era, it would have been difficult for europe to conquer it, maybe even southern thailand is still the malay peninsula.itxitxdixydxy","after the collapse of the srivijaya kingdom by the expansion of the indian chola empire, the malay nation experienced a prolonged civil war until it split into small kingdoms, until the siamese thai kingdom annexed the northern malay kingdom which is now southern thailand. european nations conquered many empires through divide and rule politics, after the empire broke into small kingdoms, europe preyed on the small kingdoms one by one. of course, if the malay nation was still united like in the srivijaya era, it would have been difficult for europe to conquer it, maybe even southern thailand is still the malay peninsula.itxitxdixydxy","After the collapse of the Srivijaya kingdom by the expansion of the Indian Chola empire, the Malay nation experienced a prolonged civil war until it split into small kingdoms, until the Siamese Thai kingdom annexed the northern Malay kingdom which is now southern Thailand. European nations conquered many empires through divide and rule politics, after the empire broke into small kingdoms, Europe preyed on the small kingdoms one by one. Of course, if the Malay nation was still united like in the Srivijaya era, it would have been difficult for Europe to conquer it, maybe even southern Thailand is still the Malay Peninsula.itxitxdixydxy","After the collapse of the Srivijaya kingdom by the expansion of the Indian Chola empire, the Malay nation experienced a prolonged civil war until it split into small kingdoms, until the Siamese Thai kingdom annexed the northern Malay kingdom which is now southern Thailand. European nations conquered many empires through divide and rule politics, after the empire broke into small kingdoms, Europe preyed on the small kingdoms one by one. Of course, if the Malay nation was still united like in the Srivijaya era, it would have been difficult for Europe to conquer it, maybe even southern Thailand is still the Malay Peninsula.itxitxdixydxy","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
nqgR5pcBQareQcpIhcfX,"youtube-comments1-index",1,"my teacher put on this video for everyone in class and we thought ww3 started","my teacher put on this video for everyone in class and we thought ww3 started","my teacher put on this video for everyone in class and we thought WW3 started 😭💀","my teacher put on this video for everyone in class and we thought WW3 started 😭💀","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
hagR5pcBQareQcpIescA,"youtube-comments1-index",1,"i am indian in punjab , my ancestors used to busienss in malaysia","i am indian in punjab , my ancestors used to busienss in malaysia","I am indian in punjab , my ancestors used to busienss in malaysia","I am indian in punjab , my ancestors used to busienss in malaysia","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
hKgR5pcBQareQcpIdscw,"youtube-comments1-index",1,"almost had a stroke when he said yohor instead of johor.","almost had a stroke when he said yohor instead of johor.","Almost had a stroke when he said yohor instead of johor.","Almost had a stroke when he said yohor instead of johor.","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
nagR5pcBQareQcpIgcfj,"youtube-comments1-index",1,"its johor not yohor","its johor not yohor","It’s ‘Johor’ not ‘Yohor’","It’s ‘Johor’ not ‘Yohor’","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
nKgR5pcBQareQcpIfsc9,"youtube-comments1-index",1,"i live there","i live there","I live there","I live there","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
g6gR5pcBQareQcpIcsdn,"youtube-comments1-index",1,"bad history","bad history","Bad history","Bad history","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
vagR5pcBQareQcpIosff,"youtube-comments1-index",1,"i came hete to know how when why south indian tamil people to malaysia but didnt get answer","i came hete to know how when why south indian tamil people to malaysia but didnt get answer","i came hete to know how when why south indian Tamil people to Malaysia but didn't get answer","i came hete to know how when why south indian Tamil people to Malaysia but didn't get answer","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
pagR5pcBQareQcpIm8cL,"youtube-comments1-index",1,"thanks! i am traveling malaysia and its a very helpful. thank you.","thanks! i am traveling malaysia and its a very helpful. thank you.","Thanks! I am traveling Malaysia and it's a very helpful. Thank you. 🇰🇷","Thanks! I am traveling Malaysia and it's a very helpful. Thank you. 🇰🇷","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
oagR5pcBQareQcpIk8c7,"youtube-comments1-index",1,"informative video, thanks, i enjoyed","informative video, thanks, i enjoyed","Informative video, thanks, I enjoyed","Informative video, thanks, I enjoyed","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
vqgR5pcBQareQcpIpsfH,"youtube-comments1-index",1,"salam malaysian dari indonesia","salam malaysian dari indonesia","Salam Malaysian dari Indonesia ❤","Salam Malaysian dari Indonesia ❤","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
v6gR5pcBQareQcpIqsfF,"youtube-comments1-index",1,"yohor. raja ke seal","yohor. raja ke seal","Yohor………. Raja ke seal …

😅","Yohor………. Raja ke seal …

😅","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
pqgR5pcBQareQcpIn8cw,"youtube-comments1-index",1,"some of fact not accurate","some of fact not accurate","Some of fact not accurate","Some of fact not accurate","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
n6gR5pcBQareQcpIi8df,"youtube-comments1-index",1,"im from malaysia","im from malaysia","I'm from Malaysia 🇲🇾","I'm from Malaysia 🇲🇾","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
oKgR5pcBQareQcpIj8c1,"youtube-comments1-index",1,"maylasians gather here","maylasians gather here","Maylasians gather here","Maylasians gather here","21,151",20200925,20200925,NEGATIVE,NEGATIVE,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
oqgR5pcBQareQcpIl8ci,"youtube-comments1-index",1,".",".",".",".","21,151",20200925,20200925,NEUTRAL,NEUTRAL,"HISTORY OF MALAYSIA in 12 Minutes","HISTORY OF MALAYSIA in 12 Minutes",1HRPIlg0QIk,1HRPIlg0QIk,"1,056,184"
